V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q17,tol1,tol2,tol3,tol4,tol5,tol6,tol7,tol8,tol9,lvl1,lvl2,lvl3,lvl4,growth1,growth2,growth3,growth4,fix1,fix2,fix3,fix4,fix5,fix6,fix7,bjw1,bjw2,bjw3,bjw4,bjw5,bjw6,bjw7,bjw8,bjw9,bjw10,bjw11,bjw12,bjw13,bjw14,bjw15,bjw16,bjw17,bjw18,redist1,redist2,redist3,redist4,competent,confident,independent,competitive,intelligent,tolerant,warm,good.natured,sincere,wg1,wg2,wg3,wg4,wg5,emp1,emp2,emp3,emp4,emp5,emp6,pt1,pt2,pt3,gender,age,ethnicity,income,ideology,social.iss,econ.iss,partyID
R_eghy0nmKxuv8dxz,Default Response Set,Anonymous,,,71.204.22.28,0,21/02/2017 8:19,21/02/2017 8:26,1,1,5,6,6,6,2,2,2,2,6,2,2,5,6,6,3,5,3,2,3,5,5,3,2,6,4,4,4,4,4,5,4,2,4,4,4,5,4,4,4,4,4,4,4,3,4,3,4,2,5,3,4,3,4,4,4,6,3,6,6,2,2,4,5,1,1,1,5,5,4,2,38,caucasian,12,5,5,5,3
R_9RFR7nwbFiF3ddP,Default Response Set,Anonymous,,,134.228.77.221,0,21/02/2017 8:12,21/02/2017 8:26,1,1,7,7,7,7,1,1,1,7,7,1,1,7,7,7,7,1,7,2,2,4,2,2,2,7,1,2,2,1,1,4,2,3,3,3,2,4,3,3,2,2,3,2,4,4,4,4,1,1,1,1,4,1,2,4,3,2,1,2,2,7,2,4,5,4,2,2,4,4,4,1,36,Black,2,4,4,4,1
R_3frblkrAlG23ogZ,Default Response Set,Anonymous,,,24.32.208.26,0,21/02/2017 8:23,21/02/2017 8:27,1,1,2,2,4,3,4,4,4,5,2,3,4,4,4,4,4,3,4,4,4,5,4,4,4,4,3,2,2,3,3,2,3,3,3,3,3,3,4,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,2,4,4,2,1,1,5,5,5,2,29,White,6,4,4,4,2
R_74l793Ww2ufZIcB,Default Response Set,Anonymous,,,98.114.33.195,0,21/02/2017 8:13,21/02/2017 8:27,1,1,7,6,7,7,2,6,3,3,6,2,2,2,7,3,7,2,6,1,2,7,3,1,1,7,2,2,2,2,3,3,3,3,2,3,3,5,2,2,2,3,3,3,4,4,4,4,3,1,2,3,3,2,3,3,4,2,4,5,2,4,2,4,4,2,1,1,3,4,3,1,39,caucasian,4,2,2,4,2
R_0TywHwx3Yj4ti7j,Default Response Set,Anonymous,,,69.144.179.36,0,21/02/2017 8:22,21/02/2017 8:27,1,1,5,5,5,4,5,3,3,5,5,5,5,5,4,4,4,4,5,4,3,5,5,5,3,5,3,3,2,1,2,5,3,3,4,3,3,3,3,4,4,4,2,3,3,4,3,3,2,2,3,2,3,2,2,3,2,4,5,4,5,4,4,3,4,4,3,3,3,4,4,2,28,White,3,3,3,3,1
R_0vwiLuV5rvCB1op,Default Response Set,Anonymous,,,68.70.0.38,0,21/02/2017 8:13,21/02/2017 8:27,1,1,1,3,3,3,5,5,6,5,5,5,3,2,6,7,2,6,2,3,3,7,7,1,3,5,4,1,4,3,4,3,4,4,2,5,2,4,4,4,3,4,4,4,3,3,2,1,3,2,5,1,3,5,4,4,4,1,1,1,2,7,2,4,5,1,1,1,5,5,4,2,65,caucasion,3,5,4,6,2
R_51PCONytWRQAsaF,Default Response Set,Anonymous,,,64.250.169.125,0,21/02/2017 8:20,21/02/2017 8:27,1,1,5,5,5,5,2,3,3,5,5,2,3,6,5,5,6,2,5,3,5,5,5,2,3,3,2,1,2,2,4,2,4,4,3,4,4,4,4,3,4,4,3,5,2,3,3,3,4,2,3,3,4,4,4,3,3,5,3,5,6,2,4,4,5,2,1,1,5,4,4,2,50,White,1,4,4,5,2
R_dmpj0449EOxoCdT,Default Response Set,Anonymous,,,24.14.67.222,0,21/02/2017 8:21,21/02/2017 8:28,1,1,6,7,7,6,1,1,1,1,7,2,1,5,7,6,4,3,4,1,2,5,3,1,1,6,2,1,2,2,4,2,3,2,2,3,2,3,2,2,2,4,4,3,4,4,3,3,4,3,4,3,3,3,3,3,4,6,4,6,6,2,2,4,5,1,2,1,3,4,4,2,25,white,7,1,1,1,1
R_8oeDD8eiBnfLeyV,Default Response Set,Anonymous,,,77.28.152.74,0,21/02/2017 8:24,21/02/2017 8:28,1,1,5,5,5,5,4,2,2,3,5,4,3,4,4,5,4,4,4,3,4,4,3,4,3,4,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,4,3,3,3,4,4,4,3,2,4,4,4,2,4,3,3,3,3,4,3,3,1,30,white,5,4,4,4,2
R_9WwbtP0uHUn7bP7,Default Response Set,Anonymous,,,139.137.128.56,0,21/02/2017 8:19,21/02/2017 8:28,1,1,5,5,5,5,2,3,4,4,5,2,2,6,6,4,4,4,4,2,3,6,6,2,2,6,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,6,6,3,1,4,4,1,1,1,4,4,4,2,30,white,7,3,2,4,1
R_3OwrHwkxnYpACnH,Default Response Set,Anonymous,,,12.188.164.8,0,21/02/2017 8:11,21/02/2017 8:28,1,1,6,6,7,7,1,2,2,2,6,1,2,5,7,4,4,2,4,2,2,5,2,3,2,6,3,2,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,4,4,4,4,2,2,2,4,3,4,4,4,2,2,4,4,6,3,3,4,3,2,1,4,4,4,2,41,Caucasian,4,2,2,3,1
R_6YhEVMjJXOktQm9,Default Response Set,Anonymous,,,71.50.35.206,0,21/02/2017 8:22,21/02/2017 8:28,1,1,6,4,7,7,1,1,1,1,7,5,2,2,5,3,5,3,6,1,3,3,1,4,1,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,4,2,3,3,4,4,4,1,1,4,4,7,1,5,5,1,1,1,5,5,5,2,24,white,4,4,4,4,3
R_37Yw6zQ9WR0XZFr,Default Response Set,Anonymous,,,68.99.131.120,0,21/02/2017 8:22,21/02/2017 8:28,1,1,4,2,3,2,5,4,2,4,3,3,2,3,6,6,3,4,2,5,5,7,6,2,3,5,4,3,4,4,5,3,4,5,4,4,3,5,5,5,4,5,5,5,3,2,2,2,2,1,1,1,1,3,2,2,2,2,3,2,2,7,2,3,4,2,1,1,3,4,4,2,44,White,7,3,2,5,1
R_cYj2RFWghKTdcEt,Default Response Set,Anonymous,,,172.58.4.60,0,21/02/2017 8:25,21/02/2017 8:29,1,1,6,6,6,5,4,1,1,1,6,2,2,3,6,3,5,2,2,1,1,1,2,6,2,1,4,5,4,4,5,4,4,1,2,1,1,2,1,2,2,1,3,2,4,4,4,4,3,3,3,2,3,4,3,4,3,2,2,2,2,7,2,5,5,2,1,2,5,5,4,1,33,African American ,5,2,2,2,1
R_8v6Bc2ZlyzAmAfz,Default Response Set,Anonymous,,,199.38.107.82,0,21/02/2017 8:23,21/02/2017 8:30,1,1,3,3,4,2,6,5,6,6,3,5,6,4,3,6,3,3,3,5,3,6,5,2,5,3,4,3,5,4,5,4,5,4,4,5,3,4,4,5,3,4,5,4,2,2,3,3,1,1,1,1,1,2,2,2,2,3,3,5,4,7,2,4,4,4,3,2,2,3,2,2,34,caucasian,10,5,5,6,3
R_6heO7bbfVvOnf8h,Default Response Set,Anonymous,,,50.191.24.71,0,21/02/2017 8:24,21/02/2017 8:30,1,1,3,3,6,5,3,2,3,3,5,3,3,2,5,3,4,3,3,3,2,6,5,3,3,5,3,2,4,4,5,3,4,2,2,4,2,4,4,4,2,4,4,4,4,3,4,2,2,2,1,1,2,3,2,3,3,6,5,5,6,3,1,4,5,2,2,2,5,4,3,2,25,White,2,2,2,2,2
R_6tbFQovxuTa1nH7,Default Response Set,Anonymous,,,24.140.112.218,0,21/02/2017 8:25,21/02/2017 8:30,1,1,1,1,2,1,7,7,6,6,1,3,3,2,5,7,1,4,1,6,6,7,6,1,6,2,4,1,4,3,4,3,4,5,1,4,1,3,1,5,2,4,4,4,1,1,1,1,2,2,2,2,2,2,3,2,3,1,2,1,1,7,2,3,5,4,1,3,4,2,2,1,50,white,1,6,6,7,3
R_6sO3x9s5kRlYV5r,Default Response Set,Anonymous,,,74.196.54.173,0,21/02/2017 8:22,21/02/2017 8:30,1,1,4,2,4,2,6,6,4,4,2,4,4,4,4,6,2,4,2,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,1,3,2,3,2,2,2,3,3,3,3,3,5,2,4,5,6,3,3,4,2,2,2,3,3,3,1,54,white,6,6,6,6,3
R_5cF04K94sUTGMrr,Default Response Set,Anonymous,,,70.198.0.55,0,21/02/2017 8:15,21/02/2017 8:31,1,1,3,5,6,4,3,2,1,2,5,3,3,5,5,5,4,5,4,2,4,5,3,3,2,6,3,2,4,4,4,3,2,3,4,4,4,4,4,3,4,4,2,4,3,3,3,3,2,2,3,2,3,4,4,4,4,2,3,3,4,6,2,4,5,2,2,1,3,3,3,2,20,White,7,6,6,5,3
R_9RcRtWwDpW7Wo8l,Default Response Set,Anonymous,,,66.49.50.34,0,21/02/2017 8:23,21/02/2017 8:31,1,1,3,2,3,4,6,2,2,2,4,2,6,1,2,6,2,3,1,4,4,6,5,4,4,5,2,1,2,2,2,2,4,1,2,3,1,2,2,2,1,3,4,2,3,2,2,2,3,2,4,3,3,4,1,3,3,2,5,4,3,7,1,3,5,1,3,1,2,3,4,4,26,White,5,3,8,8,2
R_5ywvTcUwk3NoQrX,Default Response Set,Anonymous,,,99.24.150.159,0,21/02/2017 8:23,21/02/2017 8:31,1,1,5,5,3,3,5,2,4,5,3,2,4,3,6,5,3,2,2,3,3,6,6,2,3,4,2,3,3,3,4,4,4,3,2,4,4,3,4,4,2,4,3,3,2,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,5,6,2,4,4,2,2,1,2,4,4,1,58,white,4,6,6,6,3
R_9Nw3AePB4aO6BnL,Default Response Set,Anonymous,,,206.255.163.72,0,21/02/2017 8:25,21/02/2017 8:31,1,1,6,5,7,5,3,3,3,2,6,2,2,6,5,2,7,1,7,3,3,4,3,5,1,5,4,4,4,3,2,4,2,3,2,3,2,2,1,4,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,4,4,2,4,4,2,2,2,4,4,4,2,26,Caucasian,1,4,4,4,4
R_3Pn7r7XPFTyZC7z,Default Response Set,Anonymous,,,72.175.125.199,0,21/02/2017 8:25,21/02/2017 8:31,1,1,6,5,6,4,2,2,2,2,5,4,3,3,4,6,4,5,1,4,4,6,4,3,4,3,5,3,5,5,5,4,5,5,4,5,5,5,5,5,4,5,4,5,3,2,2,2,1,1,1,1,3,4,4,3,1,5,3,5,7,7,1,4,4,1,1,1,4,4,4,2,69,white,1,6,6,6,3
R_agimwnUCqA868tf,Default Response Set,Anonymous,,,75.132.108.44,0,21/02/2017 8:20,21/02/2017 8:33,1,1,6,6,6,6,2,2,2,2,6,2,2,7,6,7,6,5,2,2,2,5,3,2,2,7,2,2,2,3,3,4,4,2,2,3,4,4,3,4,2,2,2,2,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,4,6,4,2,4,2,4,1,4,4,4,1,37,white,4,2,1,4,1
R_aa65Ck4FEPlyyrj,Default Response Set,Anonymous,,,162.138.200.3,0,21/02/2017 8:28,21/02/2017 8:33,1,1,4,4,4,4,4,4,5,5,5,3,3,3,5,6,4,4,3,3,3,5,3,2,3,5,4,2,4,2,4,3,4,3,2,4,2,3,2,3,2,4,4,3,2,3,3,3,2,1,1,3,2,3,3,3,3,2,2,2,2,6,4,3,2,3,2,2,1,1,1,1,62,white,5,3,6,2,2
R_6nbAqGQ9iZXMm6F,Default Response Set,Anonymous,,,98.124.98.134,0,21/02/2017 8:26,21/02/2017 8:34,1,1,6,7,7,6,1,1,1,1,7,1,1,6,7,3,5,1,4,1,1,6,7,5,1,7,3,3,3,3,4,4,4,4,3,4,3,4,4,4,3,4,3,4,4,4,3,4,4,3,3,3,4,4,4,4,4,3,2,4,4,5,2,3,5,2,1,1,5,5,5,1,66,caucasian,5,1,1,1,1
R_798I00C30yjU6A5,Default Response Set,Anonymous,,,73.160.129.163,0,21/02/2017 8:29,21/02/2017 8:34,1,1,7,7,7,7,1,1,1,1,7,1,1,5,7,3,6,3,3,1,2,5,2,1,2,5,2,2,1,1,2,2,2,2,2,3,2,4,2,2,2,2,2,3,4,4,4,4,4,2,4,4,4,4,4,4,4,5,1,3,3,5,2,4,4,2,2,1,4,4,4,2,60,USA,4,2,2,2,1
R_7WFp9QyyU9nvz6J,Default Response Set,Anonymous,,,192.154.15.18,0,21/02/2017 8:28,21/02/2017 8:35,1,1,5,5,5,5,3,3,3,3,4,4,3,4,4,4,4,4,3,3,3,6,3,4,3,5,4,2,3,4,4,4,3,4,3,4,3,4,3,4,4,4,4,4,4,3,4,3,1,1,1,1,2,2,3,1,2,3,2,3,2,6,3,2,4,2,3,1,3,4,4,1,70,white,6,3,3,4,3
R_bPJvfK22fyw0p2B,Default Response Set,Anonymous,,,73.204.106.226,0,21/02/2017 8:27,21/02/2017 8:35,1,1,7,7,7,7,1,1,1,1,7,1,1,7,7,6,7,1,7,1,1,7,1,5,1,6,2,3,3,3,3,4,3,3,4,4,3,3,5,2,3,3,3,3,3,3,3,3,2,1,1,1,2,2,2,2,2,1,1,2,1,7,1,4,4,2,1,3,2,2,2,2,41,afro american,6,2,3,4,2
R_bwQ9q4IPcNOW6nH,Default Response Set,Anonymous,,,71.200.20.90,0,21/02/2017 8:29,21/02/2017 8:35,1,1,5,7,7,6,1,1,1,1,7,1,1,7,7,3,5,1,5,1,1,6,4,5,1,7,1,1,1,1,3,2,1,1,1,1,1,3,1,1,1,1,1,2,4,4,4,4,3,2,3,2,3,4,3,3,4,1,1,5,5,4,5,1,5,3,4,1,4,3,2,2,44,Caucasian,6,2,1,3,2
R_7OiRUhNx1Q0oRtH,Default Response Set,Anonymous,,,45.63.9.219,0,21/02/2017 8:26,21/02/2017 8:35,1,1,6,5,6,6,6,5,7,6,5,6,7,5,6,5,5,6,6,5,6,4,6,7,4,6,4,3,5,4,4,3,5,4,4,5,3,4,4,3,5,4,3,4,3,2,4,3,3,3,4,4,5,4,3,4,4,6,7,6,5,5,3,4,3,5,4,4,4,3,4,1,24,hispanic,3,2,1,3,2
R_0AsQpcMvEHIY81D,Default Response Set,Anonymous,,,23.254.209.188,0,21/02/2017 8:31,21/02/2017 8:35,1,1,4,3,5,5,4,3,5,5,4,4,3,5,5,4,4,6,5,4,3,5,2,5,5,5,4,3,3,4,4,3,3,3,2,4,3,4,3,4,4,3,2,3,2,3,3,2,3,4,4,3,4,2,3,4,4,5,5,4,5,6,3,4,4,2,3,2,4,3,2,1,27,White,5,5,5,6,1
R_0rEkl9f3qj7MOln,Default Response Set,Anonymous,,,74.137.48.59,0,21/02/2017 8:31,21/02/2017 8:36,1,1,6,7,7,6,1,2,1,1,7,1,1,6,7,7,1,5,1,1,3,6,5,6,1,7,1,1,1,1,4,3,4,1,1,4,1,2,4,4,1,4,2,4,3,3,3,3,4,2,4,2,4,4,4,4,4,1,6,1,2,6,2,4,5,2,4,2,4,4,4,2,28,white,4,1,1,1,1
R_4SfqUn7fvo33Pmd,Default Response Set,Anonymous,,,162.250.6.19,0,21/02/2017 8:27,21/02/2017 8:36,1,1,4,7,6,6,2,2,2,2,5,2,2,3,6,3,5,2,4,3,4,6,6,1,3,5,2,3,2,2,4,5,3,3,2,3,2,3,3,4,3,4,4,4,4,3,3,2,3,3,2,2,2,3,3,3,3,2,2,2,2,6,2,4,4,2,1,2,3,4,3,1,47,White,10,6,6,6,3
R_3yZXmLtu6kXZXjT,Default Response Set,Anonymous,,,64.185.56.173,0,21/02/2017 8:26,21/02/2017 8:36,1,1,3,3,5,3,6,5,5,5,3,4,5,4,4,6,2,4,2,4,4,6,4,2,3,4,4,2,3,3,4,4,3,4,3,4,2,4,4,4,3,4,3,3,2,2,2,3,3,1,2,1,3,3,3,3,3,2,5,3,4,7,2,4,4,1,2,1,4,4,4,2,39,caucasian,10,5,6,6,3
R_ehVJL4EfILpJQ3P,Default Response Set,Anonymous,,,50.83.134.95,0,21/02/2017 8:22,21/02/2017 8:36,1,1,4,6,6,6,2,1,2,2,4,2,2,1,7,5,2,2,1,2,2,6,2,3,2,6,2,3,1,3,4,3,4,4,2,4,3,4,4,3,3,4,4,4,3,3,4,4,3,1,2,1,3,2,3,3,2,2,2,5,2,4,2,3,5,1,1,1,4,4,4,2,48,Caucasian,4,5,5,5,3
R_801jw3R8gNtZjCZ,Default Response Set,Anonymous,,,67.2.6.133,0,21/02/2017 8:31,21/02/2017 8:36,1,1,6,6,6,6,1,2,1,2,6,2,1,3,6,4,5,2,6,1,2,5,2,2,1,6,2,3,3,2,4,3,4,2,3,4,3,4,4,4,3,4,3,4,3,3,4,4,3,2,2,3,3,3,4,3,4,2,1,1,2,6,2,4,4,1,1,1,3,4,3,2,51,Caucasian,4,2,2,2,2
R_6rgIdo8I3y93IEJ,Default Response Set,Anonymous,,,73.45.98.197,0,21/02/2017 8:33,21/02/2017 8:37,1,1,7,7,7,7,1,1,1,1,7,1,1,7,7,2,6,1,7,1,2,5,2,4,1,7,1,3,2,3,4,3,3,1,3,4,3,3,3,2,1,4,3,4,4,4,4,4,4,3,3,3,4,4,4,4,4,5,5,4,6,3,2,4,5,1,1,1,5,5,5,2,39,"White, Non-Hispanic",10,1,1,1,1
R_e9cwVEAIdbOSH6l,Default Response Set,Anonymous,,,24.154.176.123,0,21/02/2017 8:25,21/02/2017 8:37,1,1,6,6,7,6,2,1,2,2,6,5,2,6,7,2,6,6,7,2,2,4,2,5,2,6,4,4,4,2,4,5,4,4,3,4,4,4,4,4,5,5,4,4,3,3,4,4,3,2,2,1,3,2,4,2,4,2,5,3,5,5,2,4,4,1,2,1,4,4,4,2,64,white,6,7,6,6,3
R_6XOnpduFUZJ0E4Z,Default Response Set,Anonymous,,,24.237.158.6,0,21/02/2017 8:28,21/02/2017 8:37,1,1,6,7,7,6,2,2,2,1,6,2,2,6,2,5,6,2,7,2,2,5,2,5,2,6,2,1,2,2,4,2,2,2,2,2,2,4,2,2,2,4,2,4,4,4,4,4,3,2,4,2,3,4,3,4,3,3,2,3,5,5,2,4,4,2,1,1,3,3,3,2,64,whit3,4,2,2,2,1
R_6X7jtU86xoi8fFX,Default Response Set,Anonymous,,,73.35.106.204,0,21/02/2017 8:29,21/02/2017 8:37,1,1,6,6,6,5,3,2,2,2,5,3,2,2,5,3,5,2,2,2,5,5,3,5,3,5,3,5,4,4,4,4,3,3,4,5,3,3,4,2,3,4,3,4,4,4,3,3,3,2,1,3,3,2,3,3,3,2,2,4,6,4,1,4,5,2,1,1,3,3,5,2,36,white,9,7,7,7,3
R_czKjKIXNMZWGkJv,Default Response Set,Anonymous,,,40.138.157.210,0,21/02/2017 8:31,21/02/2017 8:38,1,1,7,7,7,7,1,1,1,1,7,2,1,7,7,7,6,1,7,2,2,5,2,5,2,6,1,4,2,2,3,5,3,1,1,3,4,3,5,3,2,2,3,3,4,4,4,4,4,2,2,4,4,4,3,4,4,2,2,2,3,6,2,4,4,2,2,1,4,4,3,1,42,African American,15,3,3,1,2
R_0HQsqwYlhNmCA0B,Default Response Set,Anonymous,,,172.56.12.32,0,21/02/2017 8:35,21/02/2017 8:38,1,1,6,2,6,5,4,2,3,2,5,2,3,5,6,5,4,3,3,3,5,4,4,2,5,5,4,3,2,3,3,3,2,2,3,4,3,3,4,3,2,2,3,3,2,2,3,2,3,1,1,1,3,1,4,4,1,5,6,5,7,3,2,4,5,3,2,2,5,4,4,1,27,hispanic,6,6,6,6,3
R_bwI6f8GR6kfiAkZ,Default Response Set,Anonymous,,,174.106.234.11,0,21/02/2017 8:30,21/02/2017 8:38,1,1,5,5,5,6,3,3,3,4,5,5,2,5,6,3,5,5,3,2,5,7,5,2,2,5,4,4,4,2,4,4,4,3,2,4,4,4,4,1,2,4,4,4,4,3,2,2,2,1,2,1,2,3,3,3,3,3,3,5,6,6,2,4,5,1,1,1,3,3,3,2,33,white,6,5,4,6,3
R_0N71IWayxO4eo5v,Default Response Set,Anonymous,,,24.158.191.7,0,21/02/2017 8:33,21/02/2017 8:39,1,1,4,5,6,5,2,2,2,2,6,2,2,3,2,6,4,4,4,2,2,5,3,2,2,6,4,3,4,4,4,4,4,4,4,4,4,5,5,5,4,5,4,5,3,3,3,2,4,2,3,3,3,4,4,4,4,1,1,2,1,7,2,4,5,1,1,1,5,5,5,2,31,CAUCASIAN,6,6,5,6,3
R_ezieYh53UdkYoRf,Default Response Set,Anonymous,,,73.167.195.217,0,21/02/2017 8:27,21/02/2017 8:39,1,1,6,5,5,5,4,3,3,3,4,3,2,5,4,6,5,3,2,2,3,5,5,2,3,5,4,4,3,3,4,4,4,3,5,4,4,3,5,4,3,4,3,3,3,4,3,3,2,4,4,4,3,4,3,4,4,4,5,3,4,5,2,4,5,2,2,2,2,4,4,2,55,White,12,2,4,3,1
R_dnHZMFmXVVWeTEF,Default Response Set,Anonymous,,,69.23.197.128,0,21/02/2017 8:33,21/02/2017 8:40,1,1,5,6,5,6,2,2,3,3,5,2,2,6,7,4,5,4,4,3,3,5,4,4,2,5,3,3,4,4,4,5,4,3,4,4,4,4,4,3,4,4,3,4,3,3,3,3,3,3,3,3,3,4,4,4,4,5,5,5,6,2,1,4,5,1,1,1,4,5,5,1,26,white,3,2,2,2,1
R_3sBzRZH1xA3ARKZ,Default Response Set,Anonymous,,,71.15.233.166,0,21/02/2017 8:33,21/02/2017 8:40,1,1,5,6,6,5,2,2,2,2,6,2,1,5,7,3,7,2,7,2,3,6,5,3,2,5,2,3,2,2,4,4,4,2,3,4,2,4,4,2,4,4,2,4,4,3,4,4,3,3,4,4,4,3,3,3,4,4,3,6,3,3,2,4,5,1,1,1,5,4,4,2,57,"White, non-hispanic",9,2,2,2,1
R_3PKhP6P7kSu3Rpr,Default Response Set,Anonymous,,,73.246.232.193,0,21/02/2017 8:37,21/02/2017 8:40,1,1,3,3,3,3,3,3,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,44,White,1,1,1,1,3
R_6Ao601fvpg0aKyx,Default Response Set,Anonymous,,,66.171.80.155,0,21/02/2017 8:30,21/02/2017 8:41,1,1,3,2,2,1,3,4,5,5,2,2,3,3,6,7,4,3,4,3,6,6,7,1,3,5,3,2,4,3,3,2,4,3,4,4,4,2,3,2,3,4,4,4,2,1,2,2,3,1,2,1,3,3,3,2,2,2,2,2,3,6,2,4,4,4,2,1,4,4,4,2,57,cAUCASIAN,5,7,6,7,3
R_em5t08alYrKzcPj,Default Response Set,Anonymous,,,184.14.128.190,0,21/02/2017 8:31,21/02/2017 8:41,1,1,7,7,7,7,1,1,1,7,7,1,2,5,7,5,5,1,6,2,2,5,2,7,2,7,4,4,4,1,2,4,4,4,2,2,2,2,1,1,1,1,1,1,4,4,4,4,3,4,1,4,4,5,4,4,4,1,1,6,6,6,2,4,5,2,1,1,5,5,5,1,45,White,2,5,6,6,3
R_551Xzqc6viYdo5n,Default Response Set,Anonymous,,,67.86.69.145,0,21/02/2017 8:31,21/02/2017 8:41,1,1,1,3,2,2,5,3,2,2,6,2,2,2,6,6,5,3,1,3,5,7,3,1,5,3,2,1,2,1,1,3,1,1,1,2,1,3,2,1,1,4,4,4,2,1,3,1,4,4,4,2,3,4,4,4,4,2,2,5,5,6,2,3,5,1,2,1,4,4,3,1,63,white,11,6,4,6,3
R_57qBs8j4HnznwYB,Default Response Set,Anonymous,,,162.196.89.25,0,21/02/2017 8:39,21/02/2017 8:41,1,1,3,5,5,4,6,6,5,3,5,5,4,5,3,3,6,5,6,6,3,6,4,2,2,3,4,2,5,5,4,4,4,3,2,5,4,2,4,2,2,4,3,4,3,2,1,3,2,5,1,4,2,3,4,5,4,3,4,5,6,6,2,4,2,2,1,4,4,5,4,1,25,asian,5,6,2,3,1
R_aXoohL7CuekhgZ7,Default Response Set,Anonymous,,,73.148.224.158,0,21/02/2017 8:31,21/02/2017 8:42,1,1,3,3,5,5,3,3,1,2,3,5,5,3,3,5,2,5,2,4,4,6,5,3,3,4,4,3,4,3,5,3,5,4,2,4,4,4,4,4,3,4,4,4,3,1,2,2,3,1,2,3,3,2,2,2,2,2,2,1,1,6,2,4,4,2,1,1,4,4,3,2,68,caucasian,6,6,5,7,2
R_6mymtUe1boA5BQ1,Default Response Set,Anonymous,,,174.140.64.232,0,21/02/2017 8:38,21/02/2017 8:42,1,1,2,2,2,2,6,6,4,4,2,2,4,2,6,6,2,6,6,6,6,6,6,2,6,2,4,3,4,2,4,3,4,4,2,4,2,4,3,4,2,4,3,3,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,6,2,4,4,2,2,2,3,4,3,1,55,white,1,6,4,7,3
R_8dKWKP38WkV2hQF,Default Response Set,Anonymous,,,167.7.7.196,0,21/02/2017 8:30,21/02/2017 8:42,1,1,5,5,5,5,5,3,4,4,5,3,3,3,5,5,5,3,5,3,3,6,3,5,3,5,4,3,4,3,3,4,3,2,3,4,4,4,3,3,1,4,3,3,3,3,3,3,2,2,2,2,2,3,3,2,3,3,3,3,3,5,4,2,4,4,3,2,2,2,2,2,34,United States,3,2,2,2,1
R_1HOYNOvEBFKctTv,Default Response Set,Anonymous,,,209.71.38.32,0,21/02/2017 8:30,21/02/2017 8:43,1,1,7,7,7,7,3,1,1,3,7,2,2,7,7,6,6,2,4,2,7,6,6,4,2,6,3,1,3,2,3,3,4,4,4,,4,2,5,3,3,3,3,3,3,4,4,4,5,5,5,3,5,2,3,5,5,1,1,5,1,7,2,5,5,3,1,5,4,3,5,4,25-30,mixed race ,10,4,4,4,1
R_0jsjhRqwhgAi7Ln,Default Response Set,Anonymous,,,208.87.235.180,0,21/02/2017 8:42,21/02/2017 8:44,1,1,4,5,4,3,3,6,6,4,3,5,5,4,4,4,4,3,3,6,6,6,6,4,5,3,3,2,3,3,4,3,3,2,4,3,4,3,3,4,3,4,4,3,2,3,3,2,3,4,2,2,3,2,3,4,3,5,3,5,5,4,3,3,4,2,2,3,3,4,3,2,22,white,4,5,5,5,3
R_dg6yrYLHecByPVH,Default Response Set,Anonymous,,,184.166.39.43,0,21/02/2017 8:40,21/02/2017 8:44,1,1,6,6,6,6,3,1,1,1,6,2,2,4,6,3,5,2,4,2,3,6,5,1,1,1,4,1,2,3,4,4,4,2,3,3,2,2,4,4,2,4,4,4,3,3,2,3,4,4,5,4,4,4,4,4,4,3,2,3,5,3,2,3,4,2,1,1,4,4,4,2,38,WHite,5,4,4,4,4
R_82rZFqMvTxzQLWd,Default Response Set,Anonymous,,,73.204.38.204,0,21/02/2017 8:25,21/02/2017 8:44,1,1,4,3,4,4,5,3,3,6,4,4,3,4,5,5,5,3,5,3,5,5,5,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,4,2,2,2,2,3,2,2,4,4,3,2,4,4,4,4,6,4,4,2,4,4,2,2,2,4,4,4,1,40,white,4,5,5,5,3
