V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q17,tol1,tol2,tol3,tol4,tol5,amount1,amount2,amount3,amount4,growth1,growth2,growth3,growth4,fixable1,fixable2,fixable3,fixable4,fixable5,fixable6,fixable7,bjw1,bjw2,bjw3,bjw4,bjw5,bjw6,bjw7,bjw8,bjw9,bjw10,bjw11,bjw12,bjw13,bjw14,bjw15,bjw16,bjw17,bjw18,sdo1,sdo2,sdo3,sdo4,sdo5,sdo6,sdo7,sdo8,sdo9,sdo10,sdo11,sdo12,sdo13,sdo14,sdo15,esjt1,esjt2,esjt3,esjt4,esjt5,esjt6,esjt7,esjt8,esjt9,esjt10,esjt11,esjt12,esjt13,esjt14,esjt15,esjt16,esjt17,pwe1,pwe2,pwe3,pwe4,pwe5,pwe6,pwe7,pwe8,pwe9,pwe10,pwe11,pwe12,pwe13,pwe14,pwe15,pwe16,pwe17,pwe18,pwe19,wvs,issp,inegal1,inegal2,inegal3,inegal4,inegal5,inegal6,inegal7,inegal8,redist1,redist2,redist3,redist4,Q28,Q29,dict.give,gender,age,ethnicity,income,ideol,soc.att,econ.att,partyID,Q18,comp.code
R_Q5jmuoRnyN4xqbT,Default Response Set,Anonymous,,,172.58.3.204,0,2018-05-08 12:01,2018-05-08 12:12,1,1,6,5,7,2,1,5,2,6,7,6,5,2,3,2,1,7,1,1,1,5,4,2,4,3,4,4,4,3,2,4,2,5,3,4,2,4,4,4,6,7,2,1,7,1,7,7,1,7,1,7,1,1,7,6,6,6,5,7,6,6,6,6,7,5,6,6,1,9,8,2,5,1,7,7,5,3,5,2,7,7,5,6,7,7,7,7,7,7,6,2,6,1,5,4,1,1,1,3,3,4,4,3,2,1,1,1,2,51,Caucasian,6,5,3,6,3,1,2037
R_OloEBu9pwTRLU8p,Default Response Set,Anonymous,,,73.236.78.47,0,2018-05-08 12:02,2018-05-08 12:12,1,1,2,2,2,7,6,6,6,2,2,6,2,6,3,6,7,7,6,2,6,3,4,4,5,4,4,5,5,4,4,4,4,5,4,4,5,5,4,4,3,1,5,5,2,6,2,2,5,3,7,2,6,6,2,8,7,7,8,9,3,8,2,8,8,7,7,2,7,4,7,7,2,2,6,6,7,7,3,5,5,7,5,3,2,7,5,7,7,6,3,9,3,1,5,5,3,4,3,5,3,2,2,2,2,1,1,1,2,32,white,7,5,6,6,3,1,6268
R_12yEMAUyWpbkApF,Default Response Set,Anonymous,,,71.237.147.63,0,2018-05-08 12:05,2018-05-08 12:12,1,1,5,5,5,2,3,1,2,6,7,5,6,3,6,4,6,5,5,4,3,6,4,5,3,2,2,2,4,4,2,1,2,4,2,5,1,2,2,3,6,7,3,2,6,5,6,6,5,6,1,6,3,1,7,3,6,7,6,4,9,3,8,7,6,7,8,7,8,9,3,7,2,1,5,6,5,3,6,6,7,6,3,5,4,7,5,6,6,5,6,4,5,3,3,1,1,4,4,4,3,3,3,4,3,1,1,3,1,35,white,2,4,4,4,4,1,3303
R_WfwN2lxKJoMAxUJ,Default Response Set,Anonymous,,,99.153.252.197,0,2018-05-08 11:57,2018-05-08 12:12,1,1,4,2,1,5,6,2,2,3,6,6,4,4,3,5,6,7,6,1,6,2,3,2,3,1,2,4,3,2,2,3,2,4,3,2,1,3,4,2,1,1,4,1,1,4,6,4,2,7,4,1,4,2,4,3,7,5,1,9,5,8,2,5,1,8,6,2,9,2,8,2,5,2,5,6,7,5,2,5,5,6,6,4,3,7,4,6,6,6,5,6,4,4,5,3,3,4,5,5,3,1,1,2,2,1,1,1,1,32,White,9,6,6,7,3,1,9174
R_2wica4UopIFK7X1,Default Response Set,Anonymous,,,71.14.59.99,0,2018-05-08 12:06,2018-05-08 12:12,1,1,7,1,7,1,6,6,6,7,5,5,7,7,6,5,7,7,5,7,6,6,4,5,4,3,5,5,4,4,5,3,4,5,4,4,4,5,5,3,7,5,6,5,5,5,7,6,7,4,5,7,6,5,3,7,9,8,6,9,3,7,8,9,6,7,7,9,5,8,9,7,7,6,7,5,4,7,7,7,5,6,4,6,5,6,4,6,7,7,4,8,6,5,3,5,4,4,5,3,3,4,4,3,3,1,1,6,2,44,Caucasian,1,4,4,4,2,1,4722
R_2cqNPtkshZuRV2o,Default Response Set,Anonymous,,,71.73.96.209,0,2018-05-08 12:03,2018-05-08 12:12,1,1,5,6,7,2,1,3,1,7,7,7,2,5,1,1,2,5,1,2,2,5,4,2,1,1,4,5,2,1,4,4,4,5,4,4,5,2,5,4,3,6,3,1,5,1,7,7,1,7,1,6,1,1,7,8,5,6,9,9,1,7,5,5,5,9,6,1,4,4,3,9,7,5,7,6,1,3,7,5,5,7,7,7,1,7,7,7,7,1,1,7,3,5,5,5,5,5,5,3,3,4,3,4,3,1,1,1,2,46,white,2,1,1,1,1,1,3240
R_3ozFTmFA8x1m7K1,Default Response Set,Anonymous,,,74.142.149.230,0,2018-05-08 11:48,2018-05-08 12:12,1,1,4,3,5,3,3,3,5,4,6,5,6,3,5,3,2,7,4,3,3,5,4,3,4,4,4,4,4,5,3,5,4,4,5,5,4,4,4,4,3,3,3,1,5,1,6,7,1,6,1,6,1,1,7,6,4,3,7,6,9,7,4,1,6,2,5,7,1,7,5,9,5,3,6,7,7,3,3,6,4,7,3,5,5,5,3,6,6,4,5,5,5,4,5,3,1,3,3,5,3,3,3,2,2,1,1,1,2,35,WHITE,3,5,4,5,3,1,5607
R_3jTINNPlNICwBe2,Default Response Set,Anonymous,,,70.114.74.143,0,2018-05-08 11:59,2018-05-08 12:12,1,1,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,3,3,3,3,3,3,3,3,4,3,3,4,5,3,3,3,3,3,1,1,1,4,3,4,4,4,4,4,4,3,4,4,4,7,5,6,8,7,9,8,5,5,5,9,5,4,6,5,7,5,5,4,5,4,5,1,4,6,4,6,4,4,4,4,4,4,5,4,4,7,4,3,3,3,3,3,3,3,4,3,2,3,2,1,1,2,1,21,united state,1,5,5,5,3,1,6471
R_STpd6svmsOpb8OJ,Default Response Set,Anonymous,,,72.48.73.233,0,2018-05-08 12:04,2018-05-08 12:12,1,1,3,5,5,2,2,2,2,6,6,3,5,2,4,1,7,1,1,2,1,6,5,2,5,4,5,4,5,5,4,5,4,4,4,5,3,5,5,4,5,7,2,1,7,1,7,7,1,7,1,7,1,1,7,7,8,3,7,6,3,8,5,6,6,3,6,8,7,2,1,2,2,1,7,5,6,5,3,6,7,7,7,6,2,1,7,6,7,5,3,2,6,5,4,4,1,4,4,4,3,3,3,4,4,1,1,1,2,25,White non Hispanic,7,3,3,3,1,1,2790
R_3qEvqs9jfqIjhat,Default Response Set,Anonymous,,,65.26.103.233,0,2018-05-08 11:54,2018-05-08 12:12,1,1,4,3,3,4,2,2,2,5,6,6,3,2,3,3,5,7,5,2,3,5,3,3,2,3,4,3,4,3,1,4,3,2,2,4,2,4,4,4,6,6,2,1,6,1,7,7,1,7,1,7,1,1,7,7,7,6,8,8,8,7,1,3,4,7,5,2,4,7,3,2,5,2,6,6,6,5,3,7,6,6,6,2,2,1,6,6,6,1,5,6,5,3,4,3,3,5,3,4,3,2,2,2,2,1,1,1,1,40,White,5,4,4,4,2,1,8366
R_z6ZnB0quMAom5sR,Default Response Set,Anonymous,,,174.87.4.98,0,2018-05-08 12:01,2018-05-08 12:12,1,1,7,7,7,4,1,1,1,7,7,4,4,4,4,1,1,7,4,1,1,7,3,3,1,3,3,3,3,3,3,1,3,2,1,3,3,1,3,3,7,7,1,1,7,1,7,7,1,7,1,7,1,1,7,1,1,1,9,8,1,1,8,1,4,8,4,6,1,8,1,1,4,4,7,7,4,1,4,1,4,4,1,4,7,7,4,4,4,7,1,1,7,3,4,1,1,1,1,1,3,4,4,3,3,1,1,1,2,27,African American ,2,4,4,4,2,1,9816
R_25LXT33zrxNw72k,Default Response Set,Anonymous,,,66.7.236.66,0,2018-05-08 11:57,2018-05-08 12:12,1,1,5,3,3,4,3,2,1,3,7,6,5,3,4,2,3,6,4,1,4,2,4,3,4,3,4,4,4,1,2,3,3,4,3,5,4,4,4,4,3,2,1,5,5,6,7,5,3,7,1,7,3,5,3,8,6,2,6,7,4,6,3,6,4,8,7,5,6,4,5,1,6,4,7,6,7,6,3,6,4,7,6,7,2,6,3,6,7,6,6,5,6,5,4,4,5,4,4,5,3,3,2,4,2,1,1,6,1,63,caucasian,15,6,5,7,3,1,4833
R_3RjXiGXRZOYr8gh,Default Response Set,Anonymous,,,192.210.180.102,0,2018-05-08 12:08,2018-05-08 12:13,1,1,6,3,5,5,4,6,5,6,4,5,6,5,7,6,6,5,5,6,5,7,3,4,5,4,4,3,3,3,4,4,5,4,3,4,5,4,3,4,5,6,5,4,4,5,5,6,6,7,5,5,4,5,6,7,8,7,6,6,8,8,7,8,6,7,7,6,8,5,6,7,5,7,6,5,4,5,5,6,4,5,6,4,3,3,4,3,4,5,4,10,4,4,5,4,4,3,3,4,3,2,3,4,4,1,1,7,1,27,Hispanic,4,3,5,3,3,1,8102
R_1ImcvNHWSkns88Y,Default Response Set,Anonymous,,,74.94.126.97,0,2018-05-08 12:03,2018-05-08 12:13,1,1,6,6,7,2,2,3,2,5,6,5,6,4,7,2,3,5,3,3,2,5,4,3,4,4,4,4,4,2,3,4,3,5,4,3,4,4,4,4,6,7,1,2,6,2,6,7,1,7,2,6,3,1,7,3,2,6,8,3,8,3,7,4,7,6,5,2,3,9,1,7,2,2,6,7,7,2,2,5,6,6,5,3,2,6,6,6,5,7,5,3,7,1,3,3,1,4,3,1,3,3,3,2,2,1,1,6,1,40,American,1,2,2,2,1,1,4606
R_1dvhJeH8DxMtoIR,Default Response Set,Anonymous,,,108.244.14.200,0,2018-05-08 12:04,2018-05-08 12:13,1,1,5,5,5,3,3,2,2,5,6,4,5,3,5,3,5,5,5,3,3,3,2,1,3,2,3,4,2,4,2,2,2,4,2,2,2,2,2,2,6,5,3,3,6,2,6,6,2,6,2,6,2,2,6,3,6,4,6,6,7,4,6,4,6,6,4,6,3,6,3,9,6,6,6,6,5,3,6,6,5,6,4,2,3,7,3,5,5,3,3,2,7,3,3,3,3,3,3,3,3,4,4,4,4,1,1,2,2,29,white,4,2,2,2,1,1,7923
R_1CDA2tYtAbsFMTG,Default Response Set,Anonymous,,,24.220.156.180,0,2018-05-08 12:01,2018-05-08 12:13,1,1,2,3,2,4,3,2,5,2,6,7,4,3,1,6,2,6,6,1,6,1,4,1,4,1,1,1,2,2,2,2,1,2,1,1,2,2,2,2,4,7,1,1,7,1,4,7,1,7,1,7,1,1,7,5,9,5,9,9,3,5,1,1,3,9,3,3,5,6,5,3,2,4,6,2,4,2,4,5,5,5,2,1,7,7,4,4,4,4,1,6,3,3,5,4,3,4,1,1,3,1,1,1,1,1,1,1,2,30,White,2,3,2,3,1,1,2787
R_2rPB8Z6RoslIfjT,Default Response Set,Anonymous,,,45.50.24.202,0,2018-05-08 12:01,2018-05-08 12:13,1,1,6,6,5,2,2,3,2,6,6,2,6,2,6,3,4,5,3,2,4,4,3,3,4,4,4,3,3,3,4,4,3,3,3,4,3,4,4,3,6,6,2,2,6,2,6,6,2,7,2,6,2,2,6,5,4,5,7,6,6,5,5,5,6,6,5,4,3,7,3,5,3,4,6,4,4,3,2,4,4,4,3,2,4,5,4,4,4,6,4,3,6,4,4,1,3,3,1,3,3,4,4,3,2,1,1,2,2,34,Asian American,6,4,3,4,2,1,7867
R_2EBtqFIqX10eF5k,Default Response Set,Anonymous,,,67.187.78.236,0,2018-05-08 11:58,2018-05-08 12:13,1,1,6,6,7,1,1,1,1,5,6,3,7,1,6,1,1,3,3,5,1,7,3,3,1,2,3,5,2,1,1,4,5,4,4,3,5,3,3,3,7,7,1,1,7,1,7,7,1,7,1,7,1,1,7,3,1,1,9,2,9,1,9,1,9,1,1,5,1,9,1,9,1,1,1,1,1,1,4,1,7,4,1,2,7,1,7,4,4,1,1,1,7,1,1,1,1,1,1,1,3,4,4,4,4,1,1,6,2,32,White,11,1,1,1,4,1,2815
R_2P0fbVJuFw6Bcsp,Default Response Set,Anonymous,,,174.222.17.42,0,2018-05-08 11:58,2018-05-08 12:13,1,1,6,7,3,1,1,1,1,3,7,5,5,2,5,1,1,5,4,2,1,5,3,3,2,1,1,4,2,2,4,2,5,4,2,2,1,2,3,2,2,6,2,6,6,2,7,5,6,6,7,7,7,5,7,2,6,2,9,6,8,2,6,2,8,3,6,2,5,9,2,6,6,1,3,4,3,2,7,3,6,3,4,5,6,4,7,4,4,3,5,2,7,3,3,1,3,4,4,5,3,4,4,3,3,1,1,2,2,33,White,1,4,5,5,3,1,1044
R_Rrl7nwPuktxSHoB,Default Response Set,Anonymous,,,71.8.41.130,0,2018-05-08 12:00,2018-05-08 12:13,1,1,2,5,4,7,2,5,5,2,3,7,2,4,4,3,4,6,5,3,3,5,3,5,4,5,5,5,4,3,3,4,4,4,5,5,4,5,4,4,4,3,6,3,4,6,3,3,5,6,4,3,3,3,5,8,8,4,4,6,4,5,5,6,3,3,8,6,4,6,5,1,5,3,7,7,7,2,1,4,5,6,5,7,1,6,5,7,6,3,5,3,5,4,4,1,1,5,4,4,3,3,4,4,4,1,1,1,2,44,caucasian,12,3,3,3,3,1,3595
R_3GwEc3HezNqwp9P,Default Response Set,Anonymous,,,98.214.174.39,0,2018-05-08 11:51,2018-05-08 12:13,1,1,7,7,7,1,1,2,1,2,7,5,6,2,6,2,2,2,2,3,2,6,3,2,2,2,3,4,3,3,2,2,3,4,4,4,2,3,2,2,7,7,1,1,7,1,7,7,1,7,1,7,1,1,7,5,8,2,9,4,9,3,8,2,8,2,2,7,2,9,2,8,1,1,2,4,6,2,4,2,7,2,2,4,5,4,7,5,4,5,2,1,7,1,3,1,1,1,1,1,3,4,4,3,3,1,1,1,2,42,Caucasian ,2,3,1,3,2,1,3358
R_1lzchXai4V21H2v,Default Response Set,Anonymous,,,62.169.96.107,0,2018-05-08 11:56,2018-05-08 12:14,1,1,4,3,4,3,3,2,4,4,5,4,4,3,5,5,5,5,5,2,5,3,2,2,3,2,3,4,3,3,3,3,2,3,3,3,2,4,4,3,1,4,3,1,4,4,3,4,1,5,4,4,4,5,4,6,5,5,8,7,5,4,4,4,5,5,5,4,5,6,6,5,4,3,5,4,5,4,5,5,4,5,4,5,4,7,4,5,5,5,5,7,4,4,5,3,4,3,4,5,3,3,3,3,3,1,1,4,2,28,White American ,3,6,7,6,3,1,9275
R_3kFFeA44eGhdhKg,Default Response Set,Anonymous,,,73.151.255.151,0,2018-05-08 12:00,2018-05-08 12:14,1,1,7,7,7,1,1,2,1,6,7,2,7,2,6,2,2,3,2,2,2,6,2,2,2,3,4,2,4,2,2,4,2,4,3,4,2,4,4,3,6,7,1,1,7,1,7,7,1,7,1,7,1,1,7,2,8,1,8,3,8,2,7,1,8,3,1,6,1,9,1,9,2,2,3,5,5,2,5,3,5,2,2,2,6,5,6,2,2,6,2,3,7,3,3,1,1,3,1,1,3,4,4,4,4,1,1,6,2,49,White,7,2,2,2,1,1,1401
R_2ck1L2ANT8wKDN6,Default Response Set,Anonymous,,,73.25.54.203,0,2018-05-08 12:06,2018-05-08 12:14,1,1,5,2,3,2,1,3,5,5,4,4,2,2,3,6,5,7,7,5,5,6,3,4,4,2,5,3,4,4,3,4,3,4,2,5,4,4,3,4,6,4,4,6,3,5,3,5,5,7,3,6,5,3,5,6,4,7,7,9,6,7,4,8,6,7,4,5,4,7,5,7,4,6,6,4,5,2,4,2,5,4,2,5,6,5,3,6,6,5,5,7,6,3,4,5,3,4,4,1,3,2,3,3,2,1,1,1,1,30,White,7,4,4,4,2,1,8228
R_2rGk78G6nTjymBX,Default Response Set,Anonymous,,,172.56.12.64,0,2018-05-08 12:10,2018-05-08 12:14,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,8,7,8,8,8,7,7,6,6,6,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,7,6,4,4,4,4,4,4,3,3,4,3,4,4,1,1,1,2,23,caucasian ,5,2,2,2,1,1,5997
R_2dsTzQIx6Yq8H06,Default Response Set,Anonymous,,,96.59.248.8,0,2018-05-08 12:10,2018-05-08 12:14,1,1,6,6,2,2,2,3,2,2,6,5,6,2,6,2,3,3,4,2,2,6,2,2,4,4,2,3,2,1,3,4,4,3,3,2,4,3,3,3,5,6,6,2,7,1,7,7,6,7,3,7,1,2,7,6,7,7,7,4,4,5,2,7,7,6,3,7,7,7,3,4,5,5,6,5,3,2,5,5,5,3,3,5,5,2,6,5,6,2,3,3,5,3,4,3,3,3,4,4,3,3,2,2,3,1,1,1,1,33,caucasian,6,2,2,2,1,1,4749
R_2v93A8SLlyZj0KF,Default Response Set,Anonymous,,,68.245.27.103,0,2018-05-08 12:02,2018-05-08 12:14,1,1,5,5,5,1,1,4,1,6,6,4,6,1,6,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,5,3,4,3,4,3,3,3,3,3,3,3,3,1,1,1,2,25,Native American,2,6,6,6,3,1,7587
R_247BTZ3JgiX4ZLx,Default Response Set,Anonymous,,,107.170.98.228,0,2018-05-08 12:13,2018-05-08 12:14,1,1,5,5,4,5,4,2,3,3,4,5,4,6,6,5,4,5,4,4,4,5,3,2,3,2,2,3,4,4,3,2,2,2,1,2,4,4,3,3,4,2,2,2,4,5,6,5,6,3,5,5,3,3,4,6,4,4,3,4,5,7,6,4,4,3,5,5,3,4,4,5,5,3,3,3,2,3,5,6,3,3,4,4,4,3,3,4,5,5,5,6,4,4,3,3,3,3,1,4,3,3,3,3,3,1,1,5,1,28,w,3,2,2,2,1,1,2910
R_23fL8mCbVFmE7hb,Default Response Set,Anonymous,,,174.126.125.218,0,2018-05-08 12:04,2018-05-08 12:14,1,1,6,5,3,3,1,2,2,2,5,5,5,2,2,5,5,5,5,1,3,3,2,2,2,2,4,4,2,2,3,2,2,2,2,4,2,4,2,2,2,3,1,2,3,2,5,5,3,7,3,5,5,3,3,4,7,7,7,7,3,6,3,7,4,4,6,4,6,9,4,4,6,6,6,7,3,5,6,3,3,5,5,6,2,6,2,6,6,6,6,7,5,3,4,1,3,4,3,4,3,3,3,3,3,1,1,3,2,33,white,8,4,5,5,3,1,5644
R_eJcC57ueC7iZiSJ,Default Response Set,Anonymous,,,104.188.96.143,0,2018-05-08 11:38,2018-05-08 12:14,1,1,7,7,7,1,7,5,2,6,7,7,7,1,7,3,4,7,5,4,4,6,3,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,7,7,7,2,1,1,7,7,1,7,1,7,1,1,1,7,7,5,9,9,6,6,8,7,8,7,6,4,1,6,5,6,7,4,7,6,5,1,6,5,4,6,1,4,5,5,4,6,6,4,1,8,7,3,3,1,3,3,3,3,3,4,4,4,4,1,1,7,2,Black,American,1,6,6,6,1,1,9000
R_3inbp4Wo1CmaXcl,Default Response Set,Anonymous,,,73.207.129.120,0,2018-05-08 12:07,2018-05-08 12:15,1,1,7,7,5,1,1,1,2,6,6,3,7,2,7,2,2,5,2,3,2,5,2,2,2,2,4,2,4,2,3,4,2,3,3,4,2,4,4,4,7,7,3,3,6,1,7,6,1,7,1,7,1,1,7,1,1,1,8,2,7,2,6,3,9,4,1,7,3,9,4,9,1,1,3,6,3,1,7,5,6,3,3,2,4,1,7,5,5,7,1,1,7,3,5,1,3,3,5,1,3,4,4,3,3,1,1,9,2,24,White,1,2,1,4,1,1,7760
R_1ilKCWUGEQjXSUE,Default Response Set,Anonymous,,,66.192.183.178,0,2018-05-08 12:04,2018-05-08 12:15,1,1,4,6,4,3,2,1,2,7,7,4,5,2,4,3,4,6,3,2,3,4,2,3,4,2,3,4,4,3,3,4,4,2,2,3,3,2,4,2,2,5,3,2,5,2,5,5,2,7,2,5,2,2,6,7,7,4,8,5,7,5,3,4,2,3,4,2,7,6,2,4,5,4,6,6,5,4,5,4,3,5,5,6,4,5,3,4,6,5,7,4,6,4,4,3,3,4,4,5,3,2,3,3,3,1,1,6,2,26,White/Caucasian,4,3,2,4,1,1,1376
R_2dYYRrjVD3yjwe4,Default Response Set,Anonymous,,,69.47.37.88,0,2018-05-08 12:13,2018-05-08 12:15,1,1,4,4,2,3,7,4,6,3,1,7,3,2,6,3,3,5,2,3,3,6,3,3,2,5,4,2,1,2,4,5,4,2,1,2,2,4,2,3,2,2,6,6,3,4,3,7,2,4,1,3,3,2,6,2,7,4,4,3,2,7,5,5,8,4,2,2,5,7,6,4,3,2,5,4,5,6,4,3,2,2,3,1,3,3,5,6,4,3,2,7,2,1,5,4,4,4,1,3,3,1,3,3,3,1,1,5,1,34,Black,9,2,2,2,1,1,3513
R_sAaCutMH8ZOsEUh,Default Response Set,Anonymous,,,107.4.125.131,0,2018-05-08 12:04,2018-05-08 12:15,1,1,6,6,6,3,2,2,3,5,5,5,4,3,4,5,3,5,5,3,3,5,2,2,2,2,3,3,2,4,2,2,3,4,3,4,3,2,2,2,5,6,2,3,6,2,6,6,4,6,3,6,3,6,7,5,6,6,7,7,7,8,5,7,3,5,7,5,5,8,3,7,7,6,6,7,7,4,2,6,4,6,4,3,4,6,5,6,6,4,6,3,6,3,4,3,3,4,3,4,3,3,3,3,2,1,1,6,1,54,Polish,3,7,7,7,2,1,3641
R_10SntbsWn3OVy1s,Default Response Set,Anonymous,,,184.55.220.203,0,2018-05-08 12:05,2018-05-08 12:15,1,1,6,6,6,2,1,2,2,5,6,5,5,2,4,2,2,5,2,2,2,6,4,2,3,4,4,3,4,3,2,4,2,4,3,4,2,4,3,4,6,7,1,1,7,1,6,7,2,7,1,7,1,1,7,4,7,2,7,8,7,4,4,1,1,4,5,8,1,5,1,6,4,1,4,6,4,1,1,1,6,5,2,2,2,5,4,5,4,5,5,3,5,3,3,3,1,3,1,3,3,3,3,3,3,1,1,1,2,57,Caucasian,9,4,3,5,2,1,7238
R_Td9P82j37Rsho8V,Default Response Set,Anonymous,,,205.173.217.10,0,2018-05-08 12:03,2018-05-08 12:15,1,1,5,3,3,5,5,2,6,5,6,6,5,3,5,5,5,6,5,3,4,4,2,2,2,4,4,4,4,2,4,4,3,3,3,4,2,3,4,3,2,2,5,5,3,5,3,4,5,5,2,4,5,5,3,6,7,3,6,7,6,6,3,3,6,6,4,3,6,6,7,4,6,6,6,5,5,5,6,6,3,5,5,5,3,2,3,5,5,2,6,7,6,4,5,5,4,5,5,5,3,3,2,3,3,1,1,1,1,36,Latino,4,3,2,5,1,1,4803
R_SMBnUuMRRutON9L,Default Response Set,Anonymous,,,70.165.119.11,0,2018-05-08 12:11,2018-05-08 12:15,1,1,3,4,4,3,6,5,4,6,3,4,4,4,6,4,4,5,6,6,5,3,2,3,3,3,2,4,3,3,4,4,4,2,3,3,4,4,4,3,4,3,4,4,4,3,5,4,3,5,5,4,3,5,5,3,3,5,6,5,7,6,4,4,7,5,4,6,7,4,4,6,5,4,3,6,5,3,4,5,4,3,3,5,5,4,4,4,6,5,5,6,3,4,3,4,4,3,4,3,3,2,2,3,3,1,1,1,1,28,USA,4,1,1,1,1,1,4364
R_263geLzFUZ0TUtN,Default Response Set,Anonymous,,,107.15.214.133,0,2018-05-08 12:05,2018-05-08 12:15,1,1,5,6,5,4,3,2,3,4,5,5,3,2,4,2,5,3,5,3,4,5,3,3,4,2,5,3,4,3,4,4,4,5,3,3,4,4,4,4,4,5,3,3,5,2,6,6,2,6,4,5,3,2,7,9,5,5,7,8,9,9,5,4,4,8,5,8,4,3,4,8,3,2,5,4,6,7,7,5,5,6,7,5,4,6,5,4,6,3,5,3,5,3,4,3,3,3,3,4,3,4,3,3,3,1,1,1,1,33,Asian American,4,8,8,8,2,1,3107
R_2yavVa2bI0DCgxE,Default Response Set,Anonymous,,,73.229.139.114,0,2018-05-08 12:02,2018-05-08 12:16,1,1,6,6,6,2,2,3,2,3,5,5,5,3,3,2,2,5,2,4,2,6,4,3,3,2,3,2,3,2,3,3,2,4,3,4,2,2,2,3,6,6,2,1,6,1,6,6,1,7,1,6,2,1,7,5,7,5,8,3,6,3,7,5,6,5,5,7,3,8,2,5,5,4,6,4,5,2,5,5,3,5,3,4,4,5,4,5,5,5,4,2,6,3,3,3,1,3,3,3,3,4,4,3,3,1,1,6,2,63,Caucasian,7,1,1,1,1,1,3006
R_1gzpVtPOGxvGyG7,Default Response Set,Anonymous,,,108.171.132.171,0,2018-05-08 12:02,2018-05-08 12:16,1,1,5,5,5,3,2,3,2,6,6,5,6,5,6,2,3,4,2,3,3,6,3,2,2,3,4,4,4,3,3,4,3,4,4,4,3,4,4,4,5,6,2,2,6,2,6,6,1,6,1,6,1,1,6,3,6,2,6,6,8,3,4,3,6,3,2,6,2,8,2,7,3,2,5,6,6,1,2,4,5,4,3,3,5,5,5,5,3,4,3,4,6,3,4,1,4,3,3,3,3,3,3,4,4,1,1,6,2,39,White,5,1,1,2,1,1,4058
R_2bTLNg8XsL0kRPp,Default Response Set,Anonymous,,,181.64.238.28,0,2018-05-08 12:09,2018-05-08 12:16,1,1,5,5,5,4,5,3,3,4,4,4,5,3,4,5,6,6,5,6,5,6,4,3,5,3,4,4,3,4,4,5,4,4,4,3,4,4,4,4,4,5,6,6,6,6,6,5,4,5,5,5,6,6,6,6,4,6,7,4,7,6,7,5,6,6,6,4,4,4,7,5,6,5,5,4,6,4,4,5,5,2,6,6,6,5,6,5,5,5,6,8,6,5,5,3,4,1,3,3,3,3,2,3,3,1,1,1,1,42,Hispanic,7,3,6,4,1,1,2957
R_0CwYS0meW5eTKeZ,Default Response Set,Anonymous,,,76.186.110.200,0,2018-05-08 12:00,2018-05-08 12:16,1,1,3,3,3,5,4,1,2,5,6,5,6,2,6,3,4,6,7,1,4,5,2,2,3,2,4,4,3,2,1,2,1,3,2,3,2,3,3,2,3,2,6,6,5,6,3,4,4,6,3,4,6,6,2,3,4,4,6,8,4,7,1,5,4,8,7,3,4,6,8,4,6,2,7,4,3,5,6,6,5,4,5,6,5,7,5,5,5,6,4,5,6,4,5,3,1,4,4,3,3,4,4,2,2,1,1,6,1,54,White,4,3,2,5,1,1,8402
R_1opVkNWBW9mQuBN,Default Response Set,Anonymous,,,66.71.204.140,0,2018-05-08 12:04,2018-05-08 12:16,1,1,3,5,4,4,3,3,3,3,5,6,4,3,2,3,5,6,6,2,3,4,4,2,4,3,4,4,4,3,4,4,3,3,4,4,4,4,4,4,4,3,5,3,4,4,6,4,2,4,4,3,3,3,4,6,5,6,7,7,6,6,4,6,3,7,4,3,5,5,4,5,3,2,5,5,4,3,3,3,4,5,3,3,3,4,4,2,5,4,3,5,5,4,5,4,3,4,3,5,3,3,3,3,2,1,1,1,2,36,White,7,6,6,6,3,1,1018
R_1gC8GjTPjHUkzCi,Default Response Set,Anonymous,,,72.54.86.205,0,2018-05-08 12:09,2018-05-08 12:16,1,1,7,7,7,1,1,2,2,6,6,5,3,5,2,2,2,5,2,5,2,6,4,2,4,4,4,4,4,4,3,4,3,4,4,4,3,4,4,4,4,5,2,1,6,1,5,5,1,7,1,7,1,1,7,7,8,2,8,3,8,2,6,1,8,2,2,8,6,9,3,8,6,2,6,5,6,2,6,6,6,3,2,4,5,1,6,6,6,3,5,2,7,3,3,3,3,3,3,3,3,4,4,4,4,1,1,8,2,23,WHITE,4,2,2,2,1,1,5092
